Hash Function 1,4.064072370529175,2.9647555351257324
Hash Function 2,2.6772944927215576,1.754767656326294
Hash Function 3,0.48648715019226074,0.26897644996643066
Hash Function 4,0.45679688453674316,0.07428097724914551
Hash Function 5,0.34797048568725586,0.10078239440917969
Hash Function 6,7.405534505844116,5.890439987182617
Hash Function 1,81.34052586555481,118.10755825042725
Hash Function 2,123.60454797744751,323.0568461418152
Hash Function 3,93.73127055168152,149.36376094818115
Hash Function 4,66.44251585006714,111.43459606170654
Hash Function 5,0.6763341426849365,0.1838057041168213
Hash Function 6,133.76606035232544,180.7337110042572
